,Step Number,BCl3 Flow,Cl2 Flow,RF Btm Pwr,RF Btm Rfl Pwr,Endpt A,He Press,Pressure,RF Tuner,RF Load,RF Phase Err,RF Pwr,RF Impedance,TCP Tuner,TCP Phase Err,TCP Impedance,TCP Top Pwr,TCP Rfl Pwr,TCP Load,Vat Valve
0,4,752,753.7058824,133.1764706,0,1598.647059,101,1185.705882,9425.764706,9042.705882,-617.1176471,24,16224.94118,19351.41176,281.1176471,16490,347.2352941,0,27868.58824,49
0,4,752,754.6386555,131.3613445,0,1550.016807,101,1188.554622,9427.613445,9094.94958,72.8487395,22.72268908,16353.35294,19349.44538,105.2773109,16725.86555,346.4453782,0,27810.30252,49
0,4,752.5714286,753.8571429,132.1428571,0,1406.285714,101.5714286,1191.714286,9460.571429,9082,392.2857143,22,16470.57143,19454.28571,-497.2857143,16702.85714,350.7142857,0,27767.42857,49
0,4,752.4957983,752.4957983,132.4957983,0,1213.12605,100.9915966,1191.991597,9466.319328,9032.890756,623.5882353,22.50420168,16462.35294,19577.36134,-638.7142857,16660.55462,351.9747899,0,27771.05882,49
0,4,752,752.8739496,132.4369748,0,1044.453782,100.4369748,1190.563025,9469.907563,9016.504202,578.9495798,23,16644.70588,19675.93277,-415.3277311,16652.58824,347.2521008,0,27714.20168,49
0,4,751.6302521,753.6302521,133.3697479,0,916.3697479,101.3697479,1188.890756,9468.352941,9033.815126,625.3781513,22.6302521,16813.79832,19778.31933,-481.4537815,16531.37815,348.3277311,0,27607.59664,49.3697479
0,4.302521008,751.302521,753.302521,134,0,799.6470588,101.697479,1197.588235,9436.109244,9049.823529,362.0588235,22.60504202,16699.21849,19864.48739,-436.2521008,16472.68908,353.092437,0,27549.05882,49.69747899
0,5,751.7647059,753.7647059,133.2941176,0,699.4117647,101,1218,9478.705882,9018.647059,-790.4117647,23.76470588,16518.05882,19964.23529,-80.94117647,16459.88235,349.1176471,0,27511.88235,49.23529412
0,5,751.1680672,753,131,0,689.9915966,101.1680672,1201.134454,9432.529412,9080.705882,92.88235294,22.83193277,16639.56303,20015.21008,-349.5966387,16548.58824,343.6722689,0,27512.28571,50
0,5,752,753.1008403,131.2016807,0,684.2941176,101.7983193,1182,9456.554622,9097.243697,969.0336134,22,16669.23529,19944.01681,-499.9495798,16713.71429,346.697479,0,27485.41176,50
0,5,751.9663866,753.9663866,133,0,677.6638655,100,1182.168067,9514.159664,9036.798319,559.2857143,22,16603.46218,19963.7479,-452.1512605,16828.47059,344.1008403,0,27498.06723,50
0,5,751.0336134,753.0336134,133,0,668.3361345,100,1186.831933,9490.840336,9031.201681,67.71428571,22,16699.53782,20012.2521,-622.8487395,16619.52941,346.8991597,0,27499.93277,50
0,5,751.8991597,753,133.8991597,0,663.5042017,100.8991597,1184.302521,9457.630252,9021.109244,607.4789916,22,16814.4958,20003.21008,-323.2857143,16727.09244,358.6890756,0,27491.0084,50
0,5,751.1680672,753,132.3361345,0,658.8403361,101,1184,9433.201681,9072.411765,-281.7310924,22,16719.68067,19973.71429,-316.4537815,16723.36134,350.8487395,0,27490,50
0,5,751.7647059,753.7647059,134.2941176,0,652.6470588,100.2352941,1183.235294,9447.352941,9066.941176,-178.8235294,22.76470588,16516.76471,20004.70588,-280.7058824,16368.23529,347.4705882,0,27387.52941,50
0,5,752,754,132.907563,0,646.1176471,100,1183.697479,9470.436975,9016.663866,-443.0168067,23,16712.09244,20022.97479,-385.1764706,16522.2521,343.512605,0,27367.15966,50
0,5,752,753.3697479,132.6302521,0,638.3277311,101.2605042,1183.369748,9484.932773,9008.344538,-617.7983193,23,16602.93277,20043.64706,-211.6302521,16646.08403,342,0,27305.19328,50
0,5,751.4369748,753.5630252,132.4369748,0,627.6806723,100.8739496,1183,9488.436975,9020.630252,-1017.361345,23,16507.65546,20055.12605,-55.78991597,16725.19328,348.1932773,0,27404.5042,50
0,5,751.4957983,753.5042017,132,0,617.0420168,100,1182.504202,9479.571429,9020.537815,-1427.07563,23.49579832,16380.78992,20066.90756,-59.80672269,16774.06723,352.0084034,0,27405.89916,50
0,5,752,752.1428571,133.2857143,0,599.1428571,100.4285714,1180.285714,9464.571429,9018.571429,-1523,24.42857143,16178.42857,20098.57143,-186.2857143,16805.42857,350.1428571,0,27274.85714,50
0,5,752,751.7226891,135,0,572.2436975,101.3613445,1178.361345,9466.840336,9017.663866,-1495.05042,25,16159.44538,20170.80672,-202.9495798,16832.70588,348.6386555,0,27230.9916,49.63865546
0,5,752,753,134.4117647,0,552.6470588,101.4117647,1179.294118,9473.352941,9046.176471,-1396.588235,25,16228.29412,20264.70588,-122.8235294,16761.52941,347.7058824,0,27170.35294,49
0,5,751.7731092,753,132.5462185,0,545.6386555,100,1180,9441.411765,9124.151261,-1243.235294,25,16157.80672,20304.08403,-328.512605,16668.5042,349.7226891,0,27082.72269,49
0,5,751.1596639,753.1596639,131.6386555,0.159663866,548.5042017,100.1596639,1182.394958,9448.932773,9099.907563,-1156.336134,24.36134454,16144.36975,20321.83193,54.14285714,16496.47059,357.5630252,0.159663866,27128.40336,49
0,5,752,753.8151261,134.7226891,0.907563025,592.0672269,101,1194.630252,9517.184874,9128.134454,256.7478992,20.90756303,16922.21849,20319.81513,3.74789916,16194.5042,350.8319328,0.907563025,27340.33613,49.09243697
0,5,752,752.0252101,132.0756303,0,633.6386555,100.9747899,1190.97479,9517.563025,9100.554622,956.7563025,20,16955.06723,20101.54622,76.65546218,16911.47899,359.0252101,0,27539.59664,50
0,5,752,752.9579832,134.8739496,0,694.2689076,100.0420168,1190.042017,9464.394958,9121.07563,429.7394958,20,17364.55462,20084.7563,322.907563,16374.20168,359.9579832,0,27524.67227,50
0,5,752,753.8907563,135,0,765.5882353,100.8907563,1187.327731,9429.932773,9090.823529,447.8655462,20.8907563,16844.09244,19971.76471,0.857142857,16314.36975,349.3109244,0,27632.67227,50
0,5,752,754,133.3529412,0,839.0588235,101.8235294,1186.176471,9468,9002.176471,866.4117647,20.17647059,17102.47059,19798.23529,272.9411765,16229.29412,350.4705882,0,27794.23529,50
0,5,752,753.2436975,132.2436975,0,922.5798319,100.487395,1189.02521,9417.252101,9075.512605,758.3613445,20,16755.27731,19535.59664,153.1932773,16274.01681,349.487395,0.756302521,27880.45378,50
0,5,751.3109244,752.3109244,133.3781513,0,969.8067227,100,1185.865546,9463.462185,9021.621849,610.2436975,20,16737.45378,19371.04202,78.52941176,16438.70588,346.2436975,0.31092437,27977.93277,50
0,5,751.6218487,753.2436975,133.3781513,0,982.2436975,100.6218487,1182.756303,9474.344538,8995.193277,620.5042017,20,16751.44538,19317.56303,338.1512605,16543.79832,353.0840336,0,27931.91597,50
0,5,752,753.4453782,133,0,985.7731092,101,1183.663866,9450.798319,9036.941176,597.3109244,20,16741.31092,19304.45378,25.24369748,16510.31933,354.6722689,0,27908.62185,50
0,5,751.512605,752.512605,133.487395,0,992.3865546,100.512605,1185.487395,9419.067227,9079.134454,785.5378151,20,16832.42017,19304.87395,-120.5882353,16395.76471,355.8991597,0,27860.78992,50
0,5,751,752.4201681,134,0,996.5798319,100.8403361,1186,9419.94958,9059.546218,879.6806723,20,16945.57143,19311.68067,353.4705882,16381.14286,357.0588235,0,27851.86555,50
0,5,751.3529412,753,133.2941176,0,996.3529412,100.9411765,1185.647059,9457.235294,9014.823529,735.7058824,20,16973,19318.94118,472.9411765,16474.82353,353.7058824,0,27940.70588,50
0,5,752,752.7142857,132.2857143,0,996.7142857,99.28571429,1185.285714,9452.714286,9020,669.2857143,20.28571429,16908.71429,19328,96.14285714,16496.85714,355.8571429,0,27952.28571,50
0,5,752,752.4369748,132.7815126,0,996.8739496,100.2184874,1186,9434.453782,9017.815126,190.9159664,21,16766.07563,19322.31933,37.03361345,16487.4958,356.0336134,0,27957.46218,50
0,5,752,753.8487395,132,0,1000.605042,100.8487395,1186,9479.605042,9007.12605,185.7731092,20.8487395,16639.89916,19304.72269,29.69747899,16482.7563,347.9411765,0,27889.7479,50
0,5,752,753,132.0840336,0,1003.915966,100.0840336,1185.915966,9481.655462,8991.840336,859.5714286,20,16677.36975,19321.68067,1.361344538,16386,342.7563025,0,27911.07563,50
0,5,752,753,133.0336134,0,1003,101.0168067,1185,9465.588235,9001.957983,1045.579832,20,16726.4958,19339.29412,-285.6890756,16389.22689,351.0672269,0,27793.61345,50
0,5,752,753,134.8991597,0,1003,101.9495798,1185,9387.235294,9055.12605,134.2605042,20,16809.51261,19300.11765,-101.9327731,16568.31933,354.7983193,0,27883.15966,50
0,5,752,753,131.4705882,0,1006.529412,102,1185,9458.882353,9003.294118,797.0588235,20,16846.64706,19340.35294,96.82352941,16472.11765,347.0588235,0,27918,50
0,5,752,752.1848739,134.2605042,0,1004.554622,101.1848739,1183.369748,9438.02521,9029.420168,371.9495798,20.81512605,16748.29412,19306.87395,576.8403361,16389.52941,352.5210084,0,27918.7395,50
0,5,752,753.4957983,132.0084034,0,1011.478992,100.2521008,1184.495798,9454.932773,9001.10084,930.1008403,21,16781.84034,19306.97479,-102.302521,16526.57143,352.5042017,0,27889.57983,50
0,5,751.3193277,754,131.6806723,0,1014,100.6806723,1185.680672,9452.789916,9008.058824,843.5294118,21,16603.60504,19315.44538,-372.1260504,16526.26891,357.4453782,0,27890.89076,50
0,5,750.3865546,752.1596639,133.8403361,0,1012.773109,101,1184.159664,9436.344538,9018.840336,520.5546218,20.38655462,16761.28571,19310.63866,-339.4201681,16546.16807,353.8655462,0,27861.64706,50
0,5,750.5462185,751.5462185,132.8151261,0,1012,101,1184.092437,9462.865546,8993.781513,415.4621849,20.54621849,16845.2605,19313.64706,-191.9159664,16565.2605,350,0,27849.83193,50
0,5,751.4789916,752.4789916,133.394958,0,1013.436975,101,1185.478992,9445.016807,9007.92437,378.3277311,20.5210084,16891.29412,19319.04202,148.6218487,16447.83193,350,0,27863.7479,50
0,5,752,753.8235294,134.7647059,0,1015.411765,101.4117647,1185.588235,9427.941176,9022.294118,330.5294118,20.41176471,16955.70588,19314.70588,256.1176471,16410.35294,350.8235294,0,27861.76471,50
0,5,752,754.3109244,134.0336134,0,1015.655462,102,1184.310924,9462.596639,8999.058824,288.4117647,21,16888.92437,19307.2437,-75.14285714,16482.52101,348.8991597,0,27845.86555,50
0,5,751.7226891,753,135.4453782,0,1016.386555,101.4453782,1183.554622,9446.210084,9012.571429,258.5378151,21,16913.15126,19298.67227,-307.7058824,16396,345.7731092,0,27829.12605,50
0,5,751.210084,753.210084,133.5798319,0,1019.579832,100,1184.789916,9448.823529,9005.857143,422.4201681,20.78991597,16922.29412,19300.5042,-239.092437,16406.92437,351.1092437,0,27802.21849,50
0,5,752,753.8571429,132.1428571,0,1018.571429,100,1184.428571,9397.857143,9065.714286,649.7142857,20.14285714,16823.71429,19332.57143,96.42857143,16459.42857,344.2857143,0,27796.85714,50
0,5,752,753,133.1512605,0,1021.697479,99.92436975,1186.773109,9458.134454,9021.319328,809.7478992,21,16586.08403,19288.90756,44.77310924,16524.82353,347.0588235,0,27855.44538,50
0,5,752,753,134.9915966,0,1018.016807,99.00840336,1184,9471.394958,9013.109244,1.058823529,21,16855.41176,19300.11765,702.4201681,16486.68908,359.8655462,0,27921.59664,50
0,5,752,753,134.0588235,0,1019.882353,99.94117647,1184,9404.235294,9025.235294,118.5882353,21,16790.11765,19313.17647,749.0588235,16563.17647,344.9411765,0,27876.82353,50
0,5,752,753.8739496,134.8739496,0,1020.87395,100,1184,9453.310924,8991.915966,551.6134454,21,16879.51261,19300.01681,-174.3865546,16522.55462,344,0,27901.96639,50
0,5,752,754,132.5798319,0,1019.386555,100.8067227,1184.806723,9397.268908,9031.369748,536.3613445,21,16679.21849,19291.54622,52.60504202,16427.2605,353.6806723,0,27881.79832,50
0,5,752,754,134.9579832,0,1021.957983,100.2605042,1185.739496,9388.655462,9050.87395,163.0420168,21,16923.79832,19304.78992,38.42857143,16453.32773,346.3865546,0,27861.21008,50
0,5,752,752.6554622,132.6386555,0,1020.310924,100.6722689,1184.655462,9399.067227,9013.663866,624.2184874,21,16816.90756,19303.27731,74.93277311,16484.78992,344.3445378,0,27851.96639,50
0,5,752,752.605042,134.0252101,0,1020.210084,101.605042,1184.605042,9391.504202,9044.823529,622.605042,21,16700.08403,19319.36134,116.0504202,16416.97479,342.5798319,0,27868.15126,50
0,5,751.4621849,753,134.3865546,0,1021,100.9243697,1184.462185,9390.991597,9050.571429,320.4453782,21,16780.27731,19311.56303,109.7815126,16440.06723,344.7647059,0,27886.45378,50
0,5,751.4705882,753.4705882,133,0,1024.294118,100,1184,9421,9013.823529,393.7647059,21,16757.70588,19293.05882,123.1176471,16411.64706,348,0,27850.58824,50
0,5,752,754,132.5966387,0,1025.983193,100.4033613,1184.403361,9433.478992,9022.798319,567.2352941,21,16689.15966,19296.84034,-21.81512605,16355.98319,347.1932773,0,27887.89916,50
0,5,752,754,132,0,1023,101,1184.663866,9420.067227,9059.008403,538.3361345,21,16794.34454,19299.96639,-42.07563025,16411.22689,347.6806723,0,27997.88235,50
0,5,752,754,132.2689076,0,1023.268908,100.7310924,1184.268908,9436.537815,9038.680672,475.5378151,21,16913.10924,19295.22689,484.9915966,16387.07563,350.7310924,0,27937.19328,50
0,5,752,753.7983193,133.4033613,0,1023.394958,100,1185,9439.613445,8982.840336,209.0168067,21,16994.63866,19305.61345,537.6302521,16392.01681,348.9915966,0,27862.11765,50
0,5,751.8655462,753,134.8655462,0,1020.865546,100,1184.865546,9447.882353,9002.134454,35.31932773,20.86554622,16856.55462,19312.26891,-16.78991597,16400,346.4789916,0,27919.61345,50
0,4.932773109,751.0672269,752.9327731,133.7983193,0,994.6554622,100.0672269,1187.092437,9458.05042,9004.747899,1206.991597,20.33613445,16474.57983,19361.73109,-4.630252101,16410.21849,355.3277311,0,27909.56303,49.93277311
0,4,752,752,131,0,643,101,1230,9431,9029,-250,25,16663,20024,56,16552,346,0,27626,49
1,4,752,752,131,0,643,101,1230,9431,9029,-250,25,16663,20024,56,16552,346,0,27626,49
1,4,751.1092437,752.8907563,131.8907563,0,626.0756303,101,1226.436975,9390.915966,9093.134454,-1077.512605,25,16663,20025.78151,15.91596639,16815.66387,351.3445378,0,27606.40336,49
1,4,751,753,133.5630252,0,616.9663866,101,1226.781513,9414.915966,9056.453782,-1365,25,16741.15126,20022.87395,26.6302521,16755.78151,355.907563,0,27510.21849,49
1,4,751,753,134,0,600.210084,101,1212.882353,9431.739496,9058.789916,-1273.806723,25,16640.64706,20099.98319,-214.3781513,16626.47059,346.9159664,0,27393.91597,49
1,4,751.5630252,754.1260504,133.4369748,0,590.1848739,101,1192.487395,9447.823529,9074.445378,-762.0252101,25,16606.33613,20151.51261,-484.3277311,16561.36134,348.7563025,0,27291.44538,49.56302521
1,4,751.5462185,754.092437,133,0,807.1764706,101.4537815,1167.932773,9432.94958,9069.201681,-107.7058824,25,16430.87395,20041.29412,665.5042017,16228.72269,354.4537815,0.453781513,27591.78151,49.54621849
1,4,751,753,133.3445378,0,1293.226891,100.9663866,1157.201681,9409.512605,9067.058824,-534.7394958,25,16319,19753.36134,1182.915966,15961.21008,352.2436975,0.655462185,27915.66387,48.65546218
1,4,751,753.2352941,133.5294118,0,1712.235294,99.23529412,1175.352941,9423.294118,9106.705882,-1650.117647,24.76470588,16643.82353,19490.94118,-480.0588235,16164,348.4117647,0,27772.47059,48
1,4,751.1260504,753.8739496,132.3781513,0.12605042,1669.369748,100.1260504,1196.630252,9440.554622,9152.554622,-210.605042,23.87394958,16944.16807,19524.03361,287.1680672,16161.12605,352.1176471,0,27874.72269,48
1,4,751.9831933,753,135.0336134,0.983193277,1457.722689,100.9831933,1200.630252,9484.789916,9093.546218,515.7142857,23.01680672,16972.28571,19551.86555,-96.64705882,16680.68908,346.0672269,0,27852.60504,48.01680672
1,4,751.092437,753,136.8151261,0.092436975,1496.02521,100.092437,1181.033613,9420.655462,9069.495798,-453.4285714,23.90756303,16563.42857,19544.7395,-289.9411765,16611.21008,349.6302521,0,27884.67227,48.90756303
1,4,751.7983193,753,135.4033613,0,1533.529412,100.7983193,1178.201681,9433.159664,9049.436975,-1930.302521,24.79831933,16407.63866,19532.82353,-361.8907563,16805.17647,347.605042,0,27888,49
1,4,751.3109244,752.3109244,133.6218487,0,1565.428571,100.3109244,1191.781513,9420.773109,9060.159664,-1446.285714,24.31092437,16743.52101,19512.08403,-554.8487395,16700.26891,348.3781513,0,27893.51261,49
1,4,751.5798319,752.5798319,133,0,1577.739496,100.5798319,1189.882353,9454.168067,9047.865546,-1193.92437,24,16848.85714,19536.47059,-317.092437,16648.55462,349.5798319,0,27893.68067,49
1,4,752,753,132.5294118,0,1577.117647,100.5294118,1184,9444.941176,9066.941176,-1443,24,16611.17647,19540.23529,-5.058823529,16484.11765,348.1176471,0.470588235,27894.82353,49
1,4,752,753,131.6386555,0,1582.588235,100.3613445,1184.361345,9406.058824,9095.689076,-1174.210084,24,16484.86555,19525.94958,79.49579832,16420.58824,347.4453782,0.638655462,27894.38655,49
1,4,752,753,132.0084034,0,1600.789916,100.7478992,1185,9422.563025,9082.764706,-572.5966387,24,16559.7563,19542.01681,-31.07563025,16576.28571,352.0168067,0.25210084,27882.95798,49
1,4,752,752.8571429,134.7142857,0,1616.714286,100.1428571,1184.857143,9440.714286,9081.571429,-998,23.85714286,16402.42857,19519.42857,-218.2857143,16394.28571,357.5714286,1,27877.42857,49
1,4,752,752.0336134,133,0,1627.403361,101,1184.10084,9415.773109,9042.226891,-153.4117647,23.03361345,17041.21849,19348.06723,412.8571429,16824.03361,354.8655462,0.966386555,27932.05042,49
1,4,752,752.9243697,133,0,1638.092437,101,1186.773109,9436.260504,9021.739496,-508.8235294,23.92436975,16888.0084,19349.84874,170.5714286,16718.92437,351.302521,0.075630252,27880.38655,49
1,4,751.1848739,753,131.3697479,0,1640.630252,100.1848739,1186.184874,9410.285714,9052.605042,-862.605042,23.18487395,16643.5042,19390.7563,11.42857143,16305.69748,355.8907563,0,27972.18487,49
