ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y
50,5,6.2,0.45,0.73,7.2,0.099,47.0,202.0,0.99582,3.21,0.43,9.2,47.895414849867734,47.7906048188048,47.64415164558661,202.73169468874826,202.4776096575058,202.50886833198197,6,38,-29,0
51,5,6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,7.254587848286933,7.704052084530483,7.962315897607245,49.40098197176579,49.02737874637289,49.04787789930409,15,-14,-41,1
52,6,6.8,0.4,0.29,2.8,0.044,27.0,97.0,0.9904,3.12,0.42,11.2,27.879867992061463,27.289098544626203,27.34186118049533,97.88323774330335,97.99403731965133,97.85362618402426,-38,-12,43,0
53,6,8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,53.49331560478068,53.703601053722494,53.66021156871698,154.8442494142227,154.5162653850979,154.61035511986788,46,37,15,0
54,6,6.6,0.3,0.25,8.0,0.036,21.0,124.0,0.99362,3.06,0.38,10.8,21.24573325069963,21.454908468498285,21.999162802968186,124.0772995957475,124.22280103242043,124.72001008064423,2,42,-25,0
55,5,8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,16.410520640976927,16.380885764059645,16.679582171501295,109.52009610915974,109.58927945513231,109.75162608005479,-47,17,28,0
56,5,7.2,0.49,0.24,2.2,0.07,5.0,36.0,0.996,3.33,0.48,9.4,5.7015652090144435,5.667293903792772,5.155593527564103,36.26975315751321,36.610908595629006,36.617013710889964,-6,-11,-26,1
57,5,6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99009,3.15,0.66,12.0,31.48233960622389,31.455855282528287,31.14113172850414,101.86797735487285,101.52379442136711,101.28248550820602,-25,-9,33,0
58,5,7.0,0.29,0.33,0.9,0.0409999999999999,20.0,117.0,0.99048,3.21,0.5,11.4,20.432997040545967,20.533536021882288,20.632353718116097,117.45093629140031,117.92458750106816,117.54311354266386,46,-46,-21,0
59,6,6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,18.671296092929737,18.46804698990676,18.160787925090236,86.18323950810665,86.546600779198,86.87861483975458,4,23,-25,1
60,5,6.1,0.2,0.25,1.2,0.038,34.0,128.0,0.9921,3.24,0.44,10.1,34.66029700857574,34.55540926665771,34.34757500980089,128.83570819474895,128.92302443160347,128.73463674923804,25,42,22,0
61,6,8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,31.865400878489844,31.42721782941887,31.672455366481344,128.60376717265862,128.4114081140625,128.1763954544494,38,-26,28,0
62,6,7.2,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.0,0.6,11.3,39.09644911899982,39.13617419768046,39.08614590706646,122.2418586647744,122.47075911921455,122.71057059021847,22,-26,7,0
63,6,6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,22.983087670697035,22.430028594657355,22.5882928765786,36.43552005347689,36.20961729423309,36.21420841439,-27,19,-36,1
64,7,6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.99111,3.28,0.48,12.1,29.435000757200918,29.12609448507172,29.58884968369112,121.82273767282547,121.8193680500179,121.76113682076544,-21,-2,-7,0
65,6,11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,13.001438430609028,13.062463715052543,13.16530747134392,49.675394171963994,49.17647163432024,49.75084003343519,-41,-41,-21,1
66,5,6.6,0.22,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,22.025088188486624,22.532263683070568,22.056383202692807,136.43788370407347,136.41757927296717,136.87773667557983,-21,37,27,0
67,6,5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.99542,3.28,0.44,9.5,30.71265676264368,30.593465090273543,30.148364972009013,142.43842676736276,142.13799322085922,142.2173188972347,-1,-21,-23,0
68,4,6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,27.29841751751695,27.226526443436082,27.216658767658416,113.43937723116846,113.7144026864604,113.28834019420557,-24,4,-37,0
69,7,7.3,0.3,0.33,2.3,0.043,28.0,125.0,0.99084,3.34,0.44,12.6,28.456308721311558,28.23916761145604,28.762209691225113,125.08307401616489,125.56766763098086,125.30683169266243,-8,6,-32,0
70,5,6.9,0.58,0.2,1.75,0.0579999999999999,8.0,22.0,0.99322,3.38,0.49,11.7,8.723350151760197,8.722088951309217,8.30629112735102,22.33203093863952,22.520499266271926,22.635354546368994,49,44,18,1
71,7,7.4,0.18,0.24,1.4,0.047,21.0,106.0,0.99383,3.52,0.64,10.5,21.46635021022944,21.838013469720295,21.25616656192704,106.29029521907175,106.12023541803512,106.94309015900858,5,15,44,0
72,7,6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9,29.27281532676274,29.50588262553973,29.16370290100251,113.72371941036985,113.83962102946364,113.1408947660921,14,-29,23,0
73,5,7.1,0.26,0.32,16.2,0.044,31.0,170.0,0.99644,3.17,0.37,11.2,31.986899920055993,31.759653452147973,31.596001353597625,170.7982025318497,170.14015047455658,170.03990985634377,14,46,49,0
74,6,6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,3.08,0.39,9.0,65.23709072979238,65.74549275201367,65.5018486149306,212.60123465455703,212.64276806310974,212.34427561476454,-20,-25,-19,0
75,7,6.3,0.22,0.27,4.5,0.036,81.0,157.0,0.9928,3.05,0.76,10.7,81.4181161902838,81.16842180400508,81.7618611030952,157.6197565996884,157.1663047804603,157.87929874593618,4,-49,-35,0
76,6,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,33.15475012438394,33.38631267989593,33.24937037297374,180.68318333957853,180.61899758054605,180.8891900892729,-23,-12,23,0
77,6,6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,9.50645137715839,9.518767799653968,9.517721090193659,105.20801962386366,105.26656929009403,105.53487936394592,2,21,-47,1
78,4,6.5,0.48,0.02,0.9,0.043,32.0,99.0,0.99226,3.14,0.47,9.8,32.89097870254569,32.12312383808246,32.59493970225184,99.28368507372205,99.13119535110197,99.6788329013976,-28,31,36,0
79,6,10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6.352123286038095,6.196464130366795,6.103725677570241,24.09905867296552,24.58144312702894,24.324023247037395,-8,-14,43,1
80,6,7.7,0.49,1.0,19.6,0.03,28.0,135.0,0.9973,3.24,0.4,12.0,28.30320106347628,28.927247412789693,28.481075095478847,135.29958645734771,135.56560839903923,135.3645547054866,5,-18,17,0
81,4,6.1,0.32,0.37,1.8,0.051,13.0,200.0,0.9945,3.49,0.44,10.5,13.174992905826068,13.071733677876365,13.297862444460314,200.0550287449413,200.4096652041786,200.56079453545487,49,41,-3,0
82,5,7.3,0.815,0.09,11.4,0.044,45.0,204.0,0.99713,3.15,0.46,9.0,45.1947558493716,45.959515836741915,45.583176258939254,204.32747618141642,204.6708851712599,204.81159056672297,-40,24,-6,0
83,5,6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.99583,3.2,0.49,9.3,45.93974860175137,45.86186592356072,45.969615825292266,179.22041268833547,179.51228197467142,179.71746227100164,-26,34,23,0
84,6,9.1,0.785,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.86,9.4,11.22675002904756,11.98907055379719,11.568280086691917,28.793926737467427,28.858442496659617,28.030681945795227,-14,-49,-3,1
85,5,7.1,0.71,0.0,1.9,0.08,14.0,35.0,0.9972,3.47,0.55,9.4,14.510202172957536,14.195859369079077,14.12450269946062,35.497612553415394,35.44203382354023,35.74384596244839,37,-17,9,1
86,3,6.1,0.26,0.25,2.9,0.047,289.0,440.0,0.99314,3.44,0.64,10.5,289.77019505894106,289.1498240479216,289.48777643424773,440.79970673590657,440.45701402183886,440.50514305063126,33,-9,29,0
87,6,6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,10.800404969369499,10.929573717495735,10.517018191187367,164.36579814091502,164.5836108442481,164.73965962567974,26,-21,7,0
88,5,6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,16.032353666320024,16.559450041636552,16.279631453387957,49.80458939664651,49.22759655863062,49.9231080082923,32,4,31,1
89,7,7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,3.15,0.46,10.0,21.652457673352835,21.932447869411266,21.564919717464168,98.69350607598399,98.3322756332177,98.33235590151583,9,-24,-12,0
90,7,6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,36.82509247306928,36.12056524943689,36.669482854093516,135.0459616530626,135.1803119448641,135.3003104610661,-45,31,8,0
91,5,7.7,0.39,0.12,1.7,0.0969999999999999,19.0,27.0,0.99596,3.16,0.49,9.4,19.509811163387088,19.84490607516938,19.609121505382024,27.23619389335534,27.95761792293272,27.65109239781789,40,21,24,1
92,6,8.8,0.23,0.35,10.7,0.04,26.0,183.0,0.9984,2.93,0.49,9.1,26.45869899444194,26.634571417240814,26.04181421350366,183.34056444995272,183.5924756571524,183.52314604600235,40,0,-33,0
93,6,6.8,0.26,0.48,6.2,0.049,55.0,182.0,0.99582,3.21,0.45,9.4,55.04115820157658,55.61669936225063,55.71024336334278,182.1936059965507,182.46688068348053,182.49648607098396,-46,9,27,0
94,6,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,32.98705226010643,32.71540517269637,32.833939522312065,172.43636044597702,172.09799427140635,172.2395568048349,36,-25,-25,0
95,5,9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,38.595155760300734,38.30078042021933,38.51298499347895,106.12989310518057,106.66560480974145,106.40230240348345,-12,-45,-25,1
96,7,7.7,0.43,0.28,4.5,0.046,33.0,102.0,0.9918,3.16,0.56,12.2,33.36205945925119,33.08691596044559,33.60373804478596,102.09314706075999,102.93677000681387,102.47913172248295,-45,40,37,0
97,5,6.6,0.22,0.58,1.1,0.133,52.0,136.0,0.9932,3.1,0.3,9.1,52.29357313269657,52.387502966471445,52.28840673358107,136.2050111572096,136.00189762678477,136.46512945285798,41,19,24,0
98,6,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,35.276505296075555,35.49070308633212,35.39458029798408,176.79504594790984,176.49717333854463,176.63715966484293,47,21,-48,0
99,6,6.3,0.19,0.28,1.8,0.022,28.0,158.0,0.9907,3.2,0.64,11.4,28.35644018142061,28.832866391433992,28.54938111610274,158.99567089368864,158.58269696608258,158.8678574540242,-28,3,6,0
100,6,7.9,0.14,0.28,1.8,0.0409999999999999,44.0,178.0,0.9954,3.45,0.43,9.2,44.547285425525466,44.17418709959126,44.54431423341332,178.22845586597413,178.71734847792862,178.45399452256103,36,27,1,0
101,7,7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,11.578899739763674,11.288157185937754,11.886341967888283,41.24783300007578,41.22184049715737,41.21692918838289,-40,40,-29,1
102,6,7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,3.32,0.54,9.5,15.61651222771704,15.489373222030636,15.833850202278573,27.28975165979947,27.539653494653823,27.273508190771466,38,-6,29,1
103,6,7.4,0.21,0.3,8.1,0.047,13.0,114.0,0.9941,3.12,0.35,10.5,13.235571957872592,13.530380633608024,13.711264804548124,114.49528086182184,114.85538332733046,114.90631301756855,3,12,-2,0
104,6,5.0,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.75,0.76,11.3,46.138270198820095,46.29695616531664,46.88551925247182,153.6355802058068,153.13808116947078,153.18083602693832,10,41,-16,0
105,6,9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,26.556828920370503,26.16453309006291,26.055069864224276,42.3686980447732,42.899837573931855,42.062531639260335,34,-22,-44,1
106,5,9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6,9.3,19.311652323339935,19.95756881202075,19.725899168590463,38.256340099070286,38.32784740388321,38.62677038701085,47,32,1,1
107,7,10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,5.4524991045300695,5.445075285663162,5.385357400677973,9.199811241076738,9.812695472615816,9.114630165581838,5,23,11,1
108,5,8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5.726702568968608,5.877804703715654,5.971214833956626,62.21160115447602,62.08505641940097,62.92921758172192,-28,-46,42,1
109,6,7.3,0.26,0.36,5.2,0.04,31.0,141.0,0.9931,3.16,0.59,11.0,31.09317883958286,31.853381955564174,31.30198003938007,141.4863305796621,141.4555214473496,141.20205776035226,-40,7,-48,0
110,5,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,41.18136894595279,41.99652783240232,41.17279974215036,146.23200844251983,146.9262912430231,146.84429633084926,8,2,-31,0
111,6,7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,3.05,0.55,10.7,36.01097613442649,36.69373011583429,36.3772674341097,105.47393487266287,105.472348482006,105.99597412182402,-40,-34,-39,0
112,5,6.8,0.17,0.32,1.4,0.04,35.0,106.0,0.99026,3.16,0.66,12.0,35.19810645137088,35.43460004499107,35.08538375505472,106.81240357878454,106.20576613180957,106.29709167922206,-30,-26,26,0
113,6,6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,3.16,0.5,9.6,69.18877986772527,69.49255996481362,69.25075650140802,160.24228791164435,160.36738705894163,160.6596354505557,-40,-23,-24,0
114,8,7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,32.80684261705627,32.470991782081924,32.889426629052615,162.54243063278008,162.72019613815763,162.43341604128955,33,32,12,0
115,6,8.2,0.32,0.26,2.1,0.062,26.0,87.0,0.98974,3.1,0.47,12.8,26.401477096246488,26.203840346837882,26.46306045864728,87.82736925842308,87.35934876849433,87.66472202428405,-23,30,-25,0
116,5,6.4,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,3.02,0.59,10.2,55.46922776245673,55.34144727585354,55.47531767018359,161.72658473315363,161.94643092403527,161.04784161017318,-31,-14,-9,0
117,5,5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,23.980792819424348,23.01251082413828,23.330874276673388,131.05116513567802,131.781882772843,131.92517796705252,-6,12,-4,0
118,7,6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,67.52010647404373,67.19676934423066,67.32409621144618,150.03675950237155,150.32516861953894,150.5870529279138,39,-35,-8,0
119,5,7.4,0.35,0.31,17.95,0.062,42.0,187.0,1.0002,3.27,0.64,9.1,42.395756440807574,42.548048844406175,42.68309803787334,187.04536101838374,187.01211727610098,187.96556663550325,-49,39,-24,0
120,6,7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,31.171197960942507,31.532029707414644,31.405970215228244,253.9463552325748,253.04043541425995,253.15567538791825,16,-24,-10,0
121,6,6.8,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,27.171329924045168,27.90638901921203,27.150268839221614,122.13835881867635,122.62012096532628,122.35976963618211,8,17,43,0
122,6,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,15.29478278955513,15.369268514097428,15.648739988480605,85.57581249526108,85.43254198641155,85.03439369317894,-4,-49,13,0
123,6,7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,9.203258600716158,9.403333659278703,9.505248252633415,22.37737265733546,22.25208528993062,22.87232112026374,5,-47,-10,1
124,4,7.5,0.34,0.24,3.85,0.031,5.0,34.0,0.99098,3.01,0.36,11.8,5.490041046996713,5.773539655319044,5.193128590958878,34.51786735239295,34.975193679328996,34.574476318855915,-14,-21,46,0
125,5,9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,26.92309155045574,26.637305017044515,26.988466963012314,121.09926492448962,121.9823139970727,121.33612017050353,11,-41,-14,1
126,6,6.3,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,3.26,0.57,9.4,57.83997156713461,57.99723460609281,57.11912756709596,170.346045535279,170.0681702862538,170.85222705020882,-41,27,-12,0
127,7,6.5,0.14,0.32,2.7,0.037,18.0,89.0,0.9924,3.4,0.74,11.5,18.77596540475787,18.4413089735624,18.970007790884914,89.3774789824347,89.85199380765671,89.91950861421404,17,9,-44,0
128,7,7.4,0.2,0.43,7.8,0.045,27.0,153.0,0.9964,3.19,0.55,9.0,27.992627106874906,27.57574657391735,27.63454405019249,153.71292693157136,153.27520475010016,153.45339443718194,-4,-15,20,0
129,7,7.4,0.16,0.3,13.7,0.0559999999999999,33.0,168.0,0.99825,2.9,0.44,8.7,33.73706024391917,33.60145451719416,33.38267043997538,168.60772645058162,168.66502397019988,168.14318156082294,13,-24,-34,0
