date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
3/29/2017 22:00,59.54,9.56,2004.494667,531.8905889,399.0811444,9.644040167,1.729453444,199.8942833,196.6489889,199.9122611,295.096,306.4,250.0342889,249.8899611,855.3747352,816.5100878,877.3259085,580.1096861,596.8278444,549.9751944,544.4861444,64.69,2.92
3/29/2017 23:00,59.54,9.56,1813.138142,530.9814333,400.0637056,9.593710056,1.723346333,199.8960389,195.3250611,199.9685111,295.096,306.4,249.9946833,250.0885611,855.2119063,819.4079706,882.8539348,581.9788611,599.2339389,551.2483722,548.5284611,65.85,2.0
3/30/2017 0:00,59.54,9.56,1975.230222,537.1195278,399.8876333,9.6239815,1.731817444,199.9342833,195.5392556,199.8240278,295.096,306.4,250.0518944,250.1526556,856.8377272,822.3529462,880.3890178,549.4150111,556.7068556,526.5955389,522.5835361,66.36,1.69
3/30/2017 1:00,60.44,9.19,2046.820911,489.644648,401.3629681,9.695170556,1.675496205,199.82095,195.45515,199.8142333,295.096,306.4,249.1674444,250.0691389,854.9508501,817.0954605,884.0660963,476.6599056,472.9971,469.9435917,463.8687667,63.39,3.8
3/30/2017 2:00,60.44,9.19,1907.987333,335.4528167,410.8534114,9.413613278,1.535654719,199.7471611,195.3412944,199.9776944,295.096,306.4,249.7248333,250.2205889,855.0408063,797.8465614,868.1314825,453.3739611,448.1490167,509.633125,236.2332225,63.39,3.8
3/30/2017 3:00,60.44,9.19,1862.960944,427.1620576,408.5177289,9.366648278,1.619271798,199.8987444,195.4187944,200.0526611,295.096,306.4,249.9921778,250.2975889,847.3449033,705.2179206,786.5875884,460.6005528,452.6867833,512.2641111,265.3397719,63.39,3.8
3/30/2017 4:00,60.44,9.19,1914.466333,443.3788083,399.5414389,9.159319778,1.592283605,200.3265,195.5898333,200.0897556,295.096,306.4,252.1685278,250.0988278,851.3070683,809.8259545,871.5477896,468.6151444,456.3483139,469.2859556,463.9387778,63.9,2.77
3/30/2017 5:00,60.44,9.19,2160.1855,460.2686417,400.9487528,9.168991556,1.633405034,200.0986833,195.9007389,199.9496667,295.096,306.4,250.2111111,250.5292167,857.1620713,812.0141109,872.1647082,477.1947,474.4390389,488.6087,476.5070389,65.68,1.64
3/30/2017 6:00,60.44,9.19,2051.337581,456.6987778,400.2197111,9.187347667,1.61619356,199.9087778,195.3549222,199.8695833,295.096,306.4,250.0568778,250.1197722,832.9326235,777.4752812,883.2873528,466.9506222,464.4098306,459.1286611,458.2177778,66.04,2.37
3/30/2017 7:00,61.11,8.24,1500.976697,439.13075,400.21505,9.223457722,1.587452884,200.1987333,195.4367056,200.0383222,295.096,306.4,249.9951389,250.1535389,844.6601507,816.5333558,867.2289947,477.6099972,471.7020528,502.3994444,469.781425,66.34,2.04
3/30/2017 8:00,61.11,8.24,1323.200975,288.3658817,400.98645,8.885341056,1.520966238,200.2765444,195.5177556,199.7994333,295.096,306.4,249.6458167,250.4186556,857.4302516,823.2531492,883.8405383,451.7732278,448.8261,452.2909222,448.0083111,66.27,1.8
3/30/2017 9:00,61.11,8.24,1759.962282,252.1813461,399.7711694,8.822432278,1.520566453,199.9888389,195.4425278,199.9275278,295.096,306.4,250.1529833,249.7246,846.5223221,823.8680922,882.7121282,449.6583944,451.4678222,453.6634111,454.5748278,65.69,2.7
3/30/2017 10:00,61.11,8.24,1173.106937,298.1860972,396.6580175,9.047964111,1.520306421,199.9222333,195.4629889,199.9405222,295.096,306.4,249.8157611,249.8481111,852.0053133,823.0090741,746.0340205,480.1895167,386.7749957,604.1994056,426.4599818,64.61,3.1
3/30/2017 11:00,61.11,8.24,1963.772855,378.6719222,402.3197131,9.154283556,1.555832,199.8842111,195.4361,199.9383333,295.096,306.4,249.7010278,250.1826944,850.9109839,817.8422694,642.8743069,464.4048528,382.0863488,536.6103,361.8783071,65.03,2.8
3/30/2017 12:00,61.11,8.24,1031.108437,400.2389743,392.4334583,9.478613389,1.544435889,199.9155556,195.4184,199.9468556,295.096,306.4,250.0291,250.0270556,849.06794,815.453783,879.94165,378.6982049,436.1649528,620.5021604,498.2612944,64.99,2.63
3/30/2017 13:00,61.11,8.24,1852.925578,387.0631645,401.7326889,9.497654667,1.586232639,199.9584,195.99975,199.9527722,295.096,306.4,250.0518667,250.1589,851.3322414,820.9548022,764.6800032,363.0165401,555.748491,647.23939,436.0128491,64.99,2.63
3/30/2017 14:00,61.11,8.24,2303.450744,493.7125389,401.0005944,9.667214611,1.656727222,200.1287556,195.4044389,199.8948333,295.096,306.4,250.04615,250.0636111,856.6620872,782.1290381,869.9251562,457.8858244,605.2187638,474.0235941,577.9334429,64.99,2.63
3/30/2017 15:00,61.11,8.24,2627.2645,533.8424111,400.2848,9.630956833,1.728784333,200.0223722,195.6386278,200.0310833,295.096,306.4,250.05115,250.1941111,858.9473289,771.6594159,883.9370604,449.4540389,451.274548,453.7658444,460.8970651,65.76,2.24
3/30/2017 16:00,61.38,8.4,2835.908444,529.4673222,400.3902944,9.618498778,1.720542167,199.8689833,195.5509222,199.9184167,295.096,306.4,250.02135,250.0293389,858.6007488,782.7134346,883.6204259,449.6823,451.6540056,463.0272889,330.1084126,66.06,2.25
3/30/2017 17:00,61.38,8.4,2430.504075,536.9187222,399.6524833,9.780183389,1.730330444,199.8961222,194.9933944,199.9756222,295.096,306.4,250.0089111,250.0303667,857.6901812,793.7674533,884.144518,550.8300444,551.7899389,607.4471111,600.5579108,64.88,4.28
3/30/2017 18:00,61.38,8.4,2520.786032,542.9557667,399.97355,9.581189167,1.739568833,199.934,195.5303444,200.1228167,295.096,306.4,249.9701722,250.1226444,856.6174295,804.821472,884.2027227,550.4659167,549.1359167,616.0768444,596.9724833,64.42,4.01
3/30/2017 19:00,61.38,8.4,2208.904278,537.0439556,399.8613722,9.307306444,1.731135,199.91855,195.4350889,199.9401889,295.096,306.4,250.0497222,249.8965444,855.5446779,815.8754907,883.4750529,549.4623722,549.3018278,601.8469389,598.1592444,64.46,4.92
3/30/2017 20:00,61.38,8.4,2565.241389,542.7545389,399.7261611,9.507982944,1.739373111,199.5984667,195.9325028,199.9376111,295.096,306.4,250.0340389,249.9519944,854.4719262,808.9340131,883.8575248,550.0855722,551.4018278,598.9941944,599.2122056,63.5,4.525
3/30/2017 21:00,61.38,8.4,2288.227289,555.5415,401.6663944,9.741194778,1.757140833,199.9179222,195.1734556,199.8419778,295.096,306.4,249.9825944,249.7021667,853.3991745,791.2022137,884.5832078,526.1687444,533.0693778,572.4937333,569.5732722,65.07,4.13
3/30/2017 22:00,61.38,8.4,1823.277404,474.7495167,400.6905389,9.135773755,1.662388222,200.0109056,195.2637278,200.2413222,295.096,306.4,250.0153111,249.9636333,847.8842042,789.6641845,878.665842,470.035175,461.0323083,450.2622889,451.8520056,63.79,4.81
3/30/2017 23:00,61.38,8.4,2532.795444,458.4726333,400.8613,8.97974969,1.624384389,200.1188222,195.1819333,200.0795278,295.096,306.4,250.0893167,250.1919778,821.0149944,799.6014972,854.9941168,452.0298722,450.9285722,456.1438889,445.3025667,63.82,4.91
3/31/2017 0:00,61.38,8.4,2587.637111,538.8044611,399.9765278,9.440842222,1.735472222,199.7582,195.2845611,199.8304778,295.096,306.4,250.0517333,250.1719278,799.8451111,800.8764389,801.1642056,451.9542444,450.1343556,453.3478444,452.1304778,64.54,3.91
3/31/2017 1:00,54.3,20.14,1058.591778,553.3732778,398.9703556,9.708962833,1.753741556,196.6455667,198.1095278,199.8699833,295.096,306.4,249.3246611,249.9271333,801.0663,795.9020444,800.6513194,446.3335444,446.6323,452.6194333,449.6616944,63.78,5.07
3/31/2017 2:00,54.3,20.14,2078.574419,466.8455111,400.4116167,9.418215611,1.614872917,199.9773389,195.23415,199.9949167,295.096,306.4,249.9422,250.0334222,801.5834111,798.7140222,803.1773556,448.42245,449.2609667,457.6013833,451.4617667,63.45,4.48
3/31/2017 3:00,54.3,20.14,2178.594889,518.8403278,399.8891278,9.325579556,1.708269333,200.1348722,194.8925056,199.8965056,295.096,306.4,249.9900611,250.0920778,800.23935,800.0833833,800.7352222,443.6977333,446.6733278,450.36035,447.7046,64.53,3.52
3/31/2017 4:00,54.3,20.14,2295.332778,550.0295389,400.3832111,9.048567278,1.748507333,199.8126444,194.9353778,200.0323278,295.096,306.4,250.1352333,250.0116889,801.0609056,800.8634333,800.1900722,456.257,458.4021056,452.5069,456.6921833,65.68,2.47
3/31/2017 5:00,54.3,20.14,2232.920667,559.3584722,399.7860222,9.462520222,1.762354444,200.9301833,195.226,200.0616333,295.096,306.4,250.3792944,250.1124389,800.1429444,800.1185222,799.8356889,430.8450505,437.5247667,454.2153111,441.0453167,65.17,1.78
3/31/2017 6:00,54.3,20.14,2234.601778,554.3787556,399.55725,9.709599611,1.752978389,200.7283444,195.2677611,199.9315222,295.096,306.4,250.4513722,249.8414111,799.8057361,800.8126722,800.8338111,423.2398106,457.5591722,455.6090222,459.3071139,66.49,1.91
3/31/2017 7:00,59.72,9.22,2139.550444,569.8267444,399.8397389,9.668407,1.776892778,200.4562389,194.9874278,199.9590889,295.096,306.4,250.2004,250.0084556,800.8623833,800.3275389,801.0962667,443.034575,453.5658222,457.9399167,451.8915139,66.34,2.26
3/31/2017 8:00,59.72,9.22,2124.789889,549.8969944,399.4617444,9.338427167,1.750352056,200.0357444,195.6855444,199.9517333,295.096,306.4,250.05085,250.3119444,799.4608278,801.0149889,800.52785,418.2048167,441.2322278,449.8300944,441.9511111,66.92,1.02
3/31/2017 9:00,59.72,9.22,2249.434056,562.4291,399.7442,9.326062389,1.765322889,179.0646368,179.1640052,178.9793648,295.096,306.4,250.3007167,250.1199167,801.6292333,800.8709333,800.8153167,467.0125667,451.2540556,459.1948333,459.9668944,67.44,1.06
3/31/2017 10:00,59.72,9.22,2013.529167,563.3949278,399.5650944,9.674061389,1.766036778,177.4067307,178.3213033,177.2026653,295.096,306.4,250.0276556,250.3027333,800.03755,800.3709556,800.5160778,451.9761111,444.6810833,457.4423389,448.2326222,67.44,1.06
3/31/2017 11:00,59.72,9.22,1400.368631,561.8043167,399.5922167,9.829509,1.764672278,177.3306731,178.7877373,177.7277538,295.096,306.4,249.9992944,250.1714722,800.7229278,801.065,800.7920389,459.1630528,446.1439889,450.9517833,447.0108278,67.44,1.06
3/31/2017 12:00,59.72,9.22,1660.131833,530.3683889,399.8938222,9.644068444,1.723014722,177.2546155,179.2541713,178.2528423,295.096,306.4,250.6036056,249.9886944,801.7400722,800.6036778,799.4714,461.5833,448.5788444,454.3622167,452.7630278,66.9,1.44
3/31/2017 13:00,59.72,9.22,1479.773282,504.3561944,400.0106333,9.443803389,1.687483222,177.1785579,179.7206053,178.7779308,295.096,306.4,250.6770056,250.0588556,799.7371056,800.7912389,799.0302333,451.4712222,446.9960944,450.5072722,450.3520944,65.91,1.7
3/31/2017 14:00,59.72,9.22,2255.476122,534.8294111,400.5934472,9.415446778,1.731542667,177.1025004,180.1870393,179.3030193,295.096,306.4,249.9842111,250.09795,802.0592889,801.1636889,801.0669667,452.34455,452.5291056,450.1497444,451.6319056,65.45,1.74
3/31/2017 15:00,59.72,9.22,1738.476708,556.0114167,400.2049222,9.682347111,1.756097111,177.0264428,180.6534733,179.8281078,295.096,306.4,249.5916722,250.0394389,799.3655111,800.6698722,800.48575,450.2308611,451.5398,451.3727222,452.9727444,65.66,1.99
3/31/2017 16:00,59.72,9.22,1417.599658,546.8573222,399.9487667,9.619757333,1.745353111,176.9503852,181.1199073,180.3531963,295.096,306.4,250.4526333,250.1483778,799.32595,799.4287611,800.5236056,454.2670722,453.7053389,449.4587056,452.6170611,65.09,2.27
3/31/2017 17:00,59.72,9.22,821.3357255,494.3407556,399.8440444,9.580441056,1.674443833,176.8743276,181.5863414,180.8782848,295.096,306.4,250.3092056,250.0295222,799.5287833,801.0637722,801.2993722,446.0034167,444.2001111,447.75565,449.0255444,64.03,3.11
3/31/2017 18:00,59.72,9.22,2215.438389,488.5124778,400.3365889,9.549949167,1.666264778,176.7982701,182.0527754,181.4033733,295.096,306.4,249.8033556,249.97395,799.5877611,801.17385,800.5039611,455.3739222,457.1493167,453.9720444,454.4279,64.03,3.11
3/31/2017 19:00,59.72,9.22,2480.814778,547.5087556,399.50895,9.534415444,1.746870889,176.7222125,182.5192094,181.9284618,295.096,306.4,249.7137056,249.9244056,800.2526833,800.3190778,799.9716611,448.6656389,446.6203611,452.4962722,448.3746056,64.03,3.11
3/31/2017 20:00,59.72,9.22,2139.785067,552.9140833,399.7469556,9.683693944,1.754993389,176.6461549,182.9856434,182.4535503,295.096,306.4,250.4872722,250.1166944,800.0974,799.6263167,799.0946611,451.2685389,449.5619556,456.1379944,447.9735556,64.03,3.11
3/31/2017 21:00,59.72,9.22,1897.620454,571.5412667,400.5111,9.801927278,1.777813889,176.5700973,183.4520774,182.9786388,295.096,306.4,249.88675,249.9185667,800.5975444,800.6126611,800.29655,451.3912056,454.67735,465.9055556,453.1415556,64.03,3.11
3/31/2017 22:00,59.72,9.22,2149.701444,573.3126444,400.4003167,9.556990889,1.777887833,176.4940398,183.9185114,183.5037273,295.096,306.4,249.6283722,249.8397056,801.0541778,800.4213611,800.1817944,449.0412611,446.1911278,454.5246444,446.8733444,64.03,3.11
3/31/2017 23:00,59.72,9.22,2012.195032,558.7865889,398.914,9.351144333,1.761055167,176.4179822,184.3849454,184.0288158,295.096,306.4,250.0599333,250.0557167,799.7940556,799.8141056,801.2347444,450.7397833,449.9036778,451.5616944,451.8378611,64.03,3.11
4/1/2017 0:00,59.72,9.22,2337.1955,555.2750833,399.9606222,9.6051805,1.754893111,176.3419246,184.8513795,184.5539043,295.096,306.4,249.7946944,250.0058167,801.1122889,799.1432833,799.9319611,448.3558667,452.3575778,451.1926833,450.0813333,64.03,3.11
4/1/2017 1:00,59.72,9.22,1753.587179,575.2917111,399.4275944,9.825202611,1.781900778,176.265867,185.3178135,185.0789927,295.096,306.4,249.8550111,250.4665611,799.8670111,800.2036722,798.9376944,450.9063667,454.4056556,455.7313389,456.4546,64.03,3.11
4/1/2017 2:00,59.72,9.22,1876.27965,566.0729167,399.9853167,9.621749556,1.769994778,176.1898095,185.7842475,185.6040812,295.096,306.4,250.3816833,249.7220167,799.1017778,799.8056167,798.7442167,449.2110167,452.3645167,455.1869556,452.2474444,64.03,3.11
4/1/2017 3:00,59.72,9.22,1541.491998,566.9546278,399.529,9.347522222,1.772134,176.1137519,186.2506815,186.1291697,295.096,306.4,250.2726,250.2848889,800.3057389,800.8443611,799.7478778,450.4786389,449.6735667,453.27645,447.5658667,64.03,3.11
4/1/2017 4:00,59.72,9.22,2375.091333,571.24495,399.8543667,9.353363611,1.777009111,176.0376943,186.7171155,186.6542582,295.096,306.4,250.4034167,250.1334722,799.4891056,800.4622222,799.5354667,450.6602444,450.2593833,462.5490389,449.5978833,64.03,3.11
4/1/2017 5:00,59.72,9.22,2259.067389,575.4623222,400.5830222,9.599613611,1.782407278,175.9616367,187.1835495,187.1793467,295.096,306.4,250.0652444,250.0723111,800.5650167,799.6964056,800.3627944,451.0477333,452.2765333,465.1407889,450.07825,64.03,3.11
4/1/2017 6:00,59.72,9.22,2274.002889,576.2546611,399.4525889,9.604225833,1.784019333,175.8855792,187.6499835,187.7044352,295.096,306.4,250.0999167,250.3010556,801.0494611,801.4869722,800.8177333,448.0736167,450.40855,453.5903889,448.0877167,64.03,3.11
4/1/2017 7:00,59.72,9.22,2062.343932,577.3714778,400.0172056,9.410462056,1.784910889,176.6459766,191.1169945,191.6135934,295.096,306.4,249.9852722,249.9228833,799.3463056,799.4979889,800.8572222,449.5452222,450.5710444,457.81,451.4981444,64.03,3.11
4/1/2017 8:00,59.72,9.22,904.8480119,480.7140556,398.9087167,9.370130333,1.656882013,198.3999556,201.3666778,199.9608278,295.096,306.4,250.08,250.62315,798.49235,800.0916889,798.8265667,448.3416833,449.4812722,454.6655222,449.4853778,64.03,3.11
4/1/2017 9:00,59.72,9.22,2071.895172,388.7448833,399.2301556,9.274892778,1.559894932,200.1041556,199.9088778,200.0095444,295.096,306.4,250.1596833,250.0181667,801.5535167,797.7801056,800.6887611,448.5718944,446.8321389,454.6811111,451.1027333,64.03,3.11
4/1/2017 10:00,59.72,9.22,1080.023487,508.4614278,398.8917,9.110192389,1.693401778,199.9790278,199.9703889,199.8623611,295.096,306.4,250.0839833,250.2826056,800.2882,800.31415,800.9291,451.4408,445.66725,448.9241278,445.6259611,64.03,3.11
4/1/2017 11:00,59.72,9.22,1454.463337,500.3077194,400.5016389,9.014784722,1.679878,199.9596667,200.0499889,199.9872167,295.096,306.4,250.0503611,250.1311111,803.5031556,803.5879167,806.6479611,486.2359861,471.10995,454.3397333,449.1606333,64.03,3.11
4/1/2017 12:00,59.72,9.22,1654.722352,556.5172667,400.2673722,9.2453595,1.755927,199.9691889,200.0628444,199.9244278,295.096,306.4,250.0287278,250.2180278,799.3458889,799.5695056,799.8723611,447.7006806,451.5937056,456.3277722,450.5156,64.03,3.11
4/1/2017 13:00,59.72,9.22,2099.507803,561.3834667,399.6500333,9.362916667,1.764737444,200.1429889,199.1079,199.8114889,295.096,306.4,249.9770944,250.4196111,801.7828167,799.0165556,800.2606889,453.8022056,448.2762556,451.6208556,448.7805333,64.03,3.11
4/1/2017 14:00,59.72,9.22,1959.249247,568.1879389,399.8200667,9.488746944,1.772552944,200.2253667,200.2975139,200.0519833,295.096,306.4,250.1526611,250.1540278,798.3374778,800.0223222,800.5541833,450.933,451.4778056,457.0561722,447.64615,64.03,3.11
4/1/2017 15:00,59.72,9.22,2266.386389,514.4425056,399.3790389,9.234331333,1.699882167,199.8092278,199.7293167,200.1001889,295.096,306.4,250.0374778,250.2048889,800.3663056,799.4947444,800.2389889,451.6173833,452.1210444,452.6271611,452.309,64.03,3.11
4/1/2017 16:00,59.72,9.22,2565.588,548.0381167,400.9677333,9.171533722,1.745542389,199.9595889,199.4750389,200.0752722,295.096,306.4,249.95945,249.98355,800.9029778,800.8132611,801.1012278,397.4582333,446.0349,451.0815833,449.6303778,64.03,3.11
4/1/2017 17:00,59.72,9.22,1827.101072,525.9055611,398.8182889,9.366581,1.690256861,199.8703389,200.39735,200.0682667,295.096,306.4,249.8297278,250.1063778,801.3128306,800.5687056,802.4199056,396.2606352,444.2338556,457.3728833,447.7567667,64.03,3.11
4/1/2017 18:00,59.72,9.22,2632.980556,565.63675,399.2522278,9.513218889,1.768823833,199.9015444,199.9322611,199.91865,295.096,306.4,249.9977556,250.1203778,801.2098389,801.0437278,801.42015,248.3963093,451.4600833,452.0296278,452.9835278,64.03,3.11
4/1/2017 19:00,59.72,9.22,2430.645706,553.0867556,400.8777278,9.687985722,1.781343667,199.5686278,200.200125,199.9164444,295.096,306.4,249.8782556,250.2494333,800.551825,798.1377278,802.4599556,263.5738,450.5228556,452.2029,451.1177833,64.03,3.11
4/1/2017 20:00,59.72,9.22,2543.77,539.5724333,400.5990056,9.544179778,1.744962056,199.8955778,200.0312167,199.9174444,295.096,306.4,249.7114833,250.0739167,800.8978444,799.6288722,799.6953167,408.1858222,452.5978833,450.3825611,450.0087889,64.03,3.11
4/1/2017 21:00,59.72,9.22,2237.193692,526.0379833,399.1742,9.365269444,1.7153715,199.8669778,200.1522222,199.8284056,295.096,306.4,250.0368833,249.8342056,799.6395056,800.8105056,800.5272889,448.8452833,448.4500833,450.7959611,450.7858833,64.03,3.11
4/1/2017 22:00,59.72,9.22,2253.0525,481.4736333,399.6892667,9.471051222,1.655617833,199.9311444,199.2799278,200.0903389,295.096,306.4,249.9760111,249.9346,800.1622,799.7172056,799.2718667,456.6972889,483.6035056,517.0646611,508.2393111,64.03,3.11
4/1/2017 23:00,59.72,9.22,2272.701556,547.9595778,400.0569389,9.660515611,1.745579722,199.9012278,200.5607778,199.9998611,295.096,306.4,249.8188222,250.0615278,800.9929,799.5725611,800.3937667,444.2737611,451.5998611,425.9764611,449.8352778,64.03,3.11
4/2/2017 0:00,59.72,9.22,1646.882921,561.1670611,399.56535,9.364818833,1.763398944,199.9541611,199.775,200.0505889,295.096,306.4,249.9125333,250.2792111,800.5881611,800.4636,800.9080889,431.9578056,448.9421778,439.7741278,451.4363,64.03,3.11
4/2/2017 1:00,59.72,9.22,234.6790897,544.7738,399.6282889,9.320472389,1.740242556,199.9603889,200.1945667,199.8318222,295.096,306.4,250.1316111,249.9475944,800.1316833,799.2666944,798.9818944,195.583113,450.7352167,440.7391444,449.5502278,64.03,3.11
4/2/2017 2:00,59.72,9.22,1412.827085,432.2507778,398.9309722,9.238508611,1.623721611,199.9132611,200.0300944,199.8925833,295.096,306.4,249.9464389,250.4532556,809.4531583,804.1132167,813.9910667,252.2593407,452.3160556,449.6047222,449.8383167,64.03,3.11
4/2/2017 3:00,59.72,9.22,2014.604192,530.4567278,399.9556833,9.411748278,1.722872389,199.9328278,201.8771667,200.0306222,295.096,306.4,250.0072333,250.2430611,799.7373944,798.0239583,798.8579389,271.8948954,447.4094167,450.6305667,449.9665278,64.03,3.11
4/2/2017 4:00,59.72,9.22,1922.233694,558.9151222,399.87205,9.615551778,1.760352944,199.8751778,199.8327056,199.9525722,295.096,306.4,250.0431722,249.9098889,800.4617944,800.9540278,800.0607278,170.7764375,451.8211556,451.7574056,451.0679778,64.03,3.11
4/2/2017 5:00,59.72,9.22,1260.60704,495.8099056,399.1624111,9.518808056,1.666454611,199.9208333,199.5703944,200.0102,295.096,306.4,249.978,249.9466056,801.8299778,801.9054778,805.9010278,291.454069,455.2349333,453.4177,458.5767778,64.03,3.11
4/2/2017 6:00,59.72,9.22,2260.547627,504.7524611,401.0354,9.549700722,1.685894444,199.9977111,200.1216667,199.9281778,295.096,306.4,250.0783056,250.9669167,801.698,800.8563889,800.3850778,369.9143417,449.8236278,453.1294722,452.7432111,64.03,3.11
4/2/2017 7:00,56.73,12.73,2146.192362,487.4677111,402.4595944,9.744527167,1.632342278,200.0492,199.8914611,200.0120944,295.096,306.4,250.1330222,249.8386944,809.9260472,801.5801798,810.7650021,454.4612444,447.2664833,479.9232278,467.2454,64.03,3.11
4/2/2017 8:00,56.73,12.73,2340.406167,560.8302778,399.2678333,9.535450333,1.761127944,200.1696278,200.3200056,199.9028056,295.096,306.4,250.53155,250.1393944,796.6185556,799.2466174,798.2068896,432.0820972,446.8677667,451.5500167,447.0591833,64.39601108,2.964598338
4/2/2017 9:00,56.73,12.73,1873.56485,550.0322056,400.4532889,9.482155556,1.748959333,200.0531667,199.7171167,200.0250444,295.096,306.4,250.511,250.3344889,799.9274778,800.9544722,799.6479389,436.5573667,450.94895,451.7947833,450.9673944,65.12398892,2.675401662
4/2/2017 10:00,56.73,12.73,2240.257722,543.6942333,400.7263972,9.562202778,1.772420944,200.0665,199.4534111,199.9452278,295.096,306.4,250.3499889,249.9729167,806.7769278,802.4883816,804.1949667,454.0512944,452.3547833,436.3017056,455.2681889,65.49,2.53
4/2/2017 11:00,56.73,12.73,1813.46412,562.1226111,398.3707833,9.668812722,1.766585556,201.3658556,201.006,199.6672611,295.096,306.4,250.2213,250.0578944,773.2355139,809.1989462,798.9720167,316.6757944,441.0338667,445.0062444,444.40885,66.32,1.45
4/2/2017 12:00,56.73,12.73,2572.861696,580.2825667,402.0683222,9.387654444,1.786855056,231.2874778,231.6811417,231.2428556,295.096,306.4,249.5742889,250.1098389,650.1619444,696.4757111,676.6766389,454.0148167,456.2041889,433.9553806,458.2593111,66.02,1.18
4/2/2017 13:00,56.73,12.73,1801.304797,543.0608278,397.9732583,9.266009611,1.740383222,249.6957389,250.7609944,249.8666889,295.096,306.4,249.6268444,250.1797389,650.6499167,647.8667333,599.4682889,442.3249722,445.9217111,442.7488444,448.5492667,66.0,2.02
4/2/2017 14:00,56.73,12.73,2557.425577,548.3335444,397.7285278,9.519997611,1.751019333,250.2124278,250.1541389,250.2047167,295.096,306.4,250.3587,250.2085556,648.7745111,655.9930889,600.0860111,438.8320278,450.7295389,436.4872889,450.5228667,66.02,1.41
