iter	Logloss
234	0.1291029028
235	0.1289507611
236	0.1288134595
237	0.1287187733
238	0.1282942144
239	0.1280256176
240	0.1278893588
241	0.1277061631
242	0.1273360215
243	0.1270477113
244	0.1267589799
245	0.1265858113
246	0.1261388819
247	0.1259625247
248	0.1258310288
249	0.125438647
250	0.1252362994
251	0.125038424
252	0.1248880771
253	0.1246937112
254	0.1242060916
255	0.1239885028
256	0.1237962626
257	0.1234651065
258	0.1230891691
259	0.1228842346
260	0.1226715791
261	0.1225631056
262	0.1223894557
263	0.1220903563
264	0.1218880689
265	0.1215964999
266	0.1211150871
267	0.1208360621
268	0.1205275873
269	0.1194707374
270	0.1190972467
271	0.1188827663
272	0.1184652364
273	0.1182757737
274	0.1182218177
275	0.1180428133
276	0.1177324334
277	0.1174969762
278	0.117479168
279	0.1172164371
280	0.1170378839
281	0.1168458943
282	0.116538302
283	0.1164327162
284	0.1161142745
285	0.1158657019
286	0.1155804901
287	0.1154623905
288	0.115258619
289	0.1150925095
290	0.1147854286
291	0.1146294364
292	0.114478127
293	0.1142173212
294	0.1140491862
295	0.1137326697
296	0.1135479899
297	0.1131490103
298	0.112863247
299	0.1123024895
300	0.1118818512
301	0.1117188
302	0.1114643314
303	0.1112189574
304	0.1110367644
305	0.110621621
306	0.1104327198
307	0.1101699988
308	0.109867761
309	0.1094040361
310	0.1087870866
311	0.1086319367
312	0.10833753
313	0.1081623259
314	0.1078854868
315	0.107677544
316	0.1074525753
317	0.1071330105
318	0.1069239949
319	0.1067030269
320	0.1064132227
321	0.1062431725
322	0.1061588343
323	0.10569161
324	0.1055067998
325	0.1053297507
326	0.1051640223
327	0.1048480773
328	0.1045152667
329	0.104285545
330	0.1041058588
331	0.1039061784
332	0.1037710026
333	0.1035338108
334	0.1033963789
335	0.1031722223
336	0.102947444
337	0.1027462195
338	0.1025103011
339	0.1023728491
340	0.1022355576
341	0.1019091042
342	0.1014107255
343	0.1011306677
344	0.1008191848
345	0.1004029985
346	0.1001789924
347	0.09999640828
348	0.09969447121
349	0.09952714843
350	0.0994666447
351	0.09926512938
352	0.09912543135
353	0.09889553924
354	0.09869718247
355	0.09858084766
356	0.09829758112
357	0.09811546831
358	0.09792767011
359	0.09775571478
360	0.0975060592
361	0.09728678583
362	0.09704996497
363	0.09691290407
364	0.09669718031
365	0.09651084607
366	0.09632463216
367	0.09619144174
368	0.09561754874
369	0.09527380855
370	0.09492982771
371	0.09459594419
372	0.09440835657
373	0.09431279798
374	0.09418308697
375	0.09405883072
376	0.09386231894
377	0.09363538484
378	0.09337502027
379	0.09318892669
380	0.09297231051
381	0.09276847893
382	0.09257726148
383	0.09241069072
384	0.09225909048
385	0.09195944963
386	0.09171647211
387	0.09137580023
388	0.09122355825
389	0.09116010654
390	0.09103846738
391	0.09085228355
392	0.09066278074
393	0.09042181868
394	0.09022207816
395	0.09004061711
396	0.08990031745
397	0.08949171173
398	0.08924753096
399	0.08875086695
400	0.08858848753
401	0.08809918344
402	0.08792964465
403	0.08779630382
404	0.08741156268
405	0.08714040892
406	0.08680254463
407	0.08654642154
408	0.08641069425
409	0.08621853425
410	0.08596308298
411	0.08583918771
412	0.0857562232
413	0.08536959696
414	0.08524466889
415	0.08495671968
416	0.08485825322
417	0.08456148013
418	0.08435065963
419	0.08417507449
420	0.08381590254
421	0.08334722426
422	0.0831443252
423	0.08294852033
424	0.08255945248
425	0.0821597308
426	0.0820668645
427	0.08188711308
428	0.08174369498
429	0.08161579387
430	0.08123805668
431	0.08101683303
432	0.08071903216
433	0.08056409288
434	0.08044160642
435	0.0799770894
436	0.07982698822
437	0.07970989134
438	0.07960741403
439	0.07938501219
440	0.07921422002
441	0.07904922352
442	0.07892780495
443	0.07864942163
444	0.07855166208
445	0.0784439105
446	0.07830255297
447	0.07812957989
448	0.07795556399
449	0.07786881925
450	0.07726217763
451	0.07705442544
452	0.07694452805
453	0.07681236039
454	0.07656507622
455	0.07644174247
456	0.07621272774
457	0.07607356616
458	0.07594928484
459	0.0758551852
460	0.07554338143
461	0.0754420422
462	0.07530496626
463	0.07511081086
464	0.07486809405
465	0.07452332107
466	0.07436639642
467	0.07419585492
468	0.07406818945
469	0.07383448703
470	0.07376206605
471	0.07362737156
472	0.07343252429
473	0.07332779588
474	0.07304536159
475	0.07289347558
476	0.07285183289
477	0.07263925263
478	0.07250972211
479	0.07224063393
480	0.0721282448
481	0.0719397798
482	0.07172420644
483	0.07155632715
484	0.07138966113
485	0.07115401345
486	0.07099363445
487	0.07083760723
488	0.07058972143
489	0.07030098008
490	0.07008876079
491	0.06993028695
492	0.06970855693
493	0.06953581949
494	0.06929720879
495	0.06910500367
496	0.06890340813
497	0.06865711164
498	0.06843940751
499	0.06810106694
500	0.06798876805
501	0.06784700944
502	0.06776295698
503	0.06756014315
504	0.06749241989
505	0.06737769443
506	0.06726089336
507	0.06713632627
508	0.06681823549
509	0.06665048154
510	0.06643822214
511	0.06627729165
512	0.06612752638
513	0.06592997679
514	0.06585421177
515	0.06577781002
516	0.06562786425
517	0.06553536394
518	0.0652325144
519	0.06511868637
520	0.06495124326
521	0.06486348077
522	0.06472001755
523	0.06462407792
524	0.06456335861
525	0.06443997974
526	0.06432877381
527	0.06424561377
528	0.06413050227
529	0.06397564321
530	0.06390198889
531	0.06380650551
532	0.06369978672
533	0.06348024261
534	0.06337166881
535	0.06313472762
536	0.06296117297
537	0.06277824796
538	0.06269219008
539	0.0626010334
540	0.06248116403
541	0.06242149757
542	0.06213378399
543	0.06208347284
544	0.06189730907
545	0.06183262403
546	0.06176129099
547	0.06166532631
548	0.06152518206
549	0.06121789051
550	0.0611235803
551	0.06102810694
552	0.06096296065
553	0.06081876043
554	0.06075560453
555	0.06052187203
556	0.06042379161
557	0.06029856775
558	0.06017903929
559	0.05998081789
560	0.05989142098
561	0.05983895901
562	0.05967705589
563	0.05941674146
564	0.05915102741
565	0.05910591032
566	0.05894302955
567	0.05873871165
568	0.05868140658
569	0.05855384138
570	0.05845375053
571	0.0584159733
572	0.05834553769
573	0.05806224608
574	0.05793940868
575	0.05789710921
576	0.05778693607
577	0.05765099821
578	0.05755517892
579	0.05740877273
580	0.05737338698
581	0.05710423864
582	0.05692118328
583	0.0566559756
584	0.05645696707
585	0.05634038158
586	0.05625586788
587	0.05619020018
588	0.05609808591
589	0.05606150692
590	0.05595223623
591	0.05584729725
592	0.05556677313
593	0.05547427783
594	0.0554420055
595	0.05530167075
596	0.0552264522
597	0.05512181404
598	0.05507695264
599	0.05485856667
600	0.05474373092
601	0.05468894265
602	0.05454301777
603	0.05451297146
604	0.05431440412
605	0.05421875529
606	0.05412106593
607	0.05385257939
608	0.0536484871
609	0.0534977893
610	0.05336824875
611	0.0532599557
612	0.05320128694
613	0.05311380019
614	0.05302837904
615	0.05297424254
616	0.05291571416
617	0.05281791952
618	0.05278961292
619	0.05270774136
620	0.052577529
621	0.05253738035
622	0.05230076004
623	0.05220112041
624	0.05201990001
625	0.05195302404
626	0.05192550457
627	0.05183049747
628	0.05174701657
629	0.05165417032
630	0.05145927792
631	0.05128039385
632	0.05122975181
633	0.05100984673
634	0.05093439254
635	0.05088305863
636	0.05083039612
637	0.05075104138
638	0.05058182847
639	0.05044944022
640	0.05032225605
641	0.05029368875
642	0.05024792992
643	0.05008188559
644	0.05003035615
645	0.04991629749
646	0.04978142753
647	0.04973085567
648	0.04964921475
649	0.04962153986
650	0.04954192441
651	0.04950079812
652	0.04945630271
653	0.04930344908
654	0.04918068687
655	0.04905548808
656	0.04887946173
657	0.04881355338
658	0.04872821745
659	0.04868633913
660	0.04864744387
661	0.04860553045
662	0.04848760133
663	0.04843167499
664	0.04829687019
665	0.04822806901
666	0.04811641687
667	0.0480558981
668	0.04796368356
669	0.04779869208
670	0.04776530173
671	0.04761208712
672	0.04755399491
673	0.04745431517
674	0.04735623977
675	0.04717927088
676	0.04714280219
677	0.04706635532
678	0.0469235589
679	0.04683698463
680	0.04674514109
681	0.04667822501
682	0.04665617534
683	0.04650326155
684	0.04644367029
685	0.04636314237
686	0.04632785689
687	0.04623802379
688	0.04621680638
689	0.04615197594
690	0.04610376046
691	0.04594888135
692	0.04580861177
693	0.04563499695
694	0.0455772557
695	0.04548759307
696	0.04535635793
697	0.04533615827
698	0.04527554926
699	0.04520679821
700	0.04510124758
701	0.04501854378
702	0.04498531887
703	0.04494728595
704	0.04489557101
705	0.04483298665
706	0.04471014924
707	0.04465248319
708	0.04462279285
709	0.04447561958
710	0.0443883785
711	0.0442873451
712	0.04419595278
713	0.04416398127
714	0.04410910777
715	0.04402647416
716	0.04397834392
717	0.04385924162
718	0.04380744645
719	0.04365845327
720	0.04356443886
721	0.04353906018
722	0.0434857058
723	0.04339724642
724	0.04330434502
725	0.0431942872
726	0.04313257019
727	0.04307328977
728	0.04297504391
729	0.04294178892
730	0.04280713453
731	0.04277672725
732	0.04268128397
733	0.04260747925
734	0.04246851319
735	0.04234138919
736	0.04226577457
737	0.04217509919
738	0.04211258001
739	0.04206152686
740	0.04196872072
741	0.04187062025
742	0.04178421142
743	0.04169942699
744	0.04165105609
745	0.04160351243
746	0.0415073096
747	0.04143072987
748	0.04138294055
749	0.04129805334
750	0.04122432382
751	0.04114980216
752	0.04106247584
753	0.04098756563
754	0.04092263743
755	0.04087906452
756	0.04077970314
757	0.04069370542
758	0.04061571939
759	0.04046844585
760	0.0404026102
761	0.04036364977
762	0.04028248763
763	0.04019512873
764	0.04004596007
765	0.03998131012
766	0.03993711804
767	0.03986028261
768	0.03981584988
769	0.03967544994
770	0.039617824
771	0.03953204688
772	0.03946538148
773	0.03937564615
774	0.03931285373
775	0.03919705537
776	0.03909060731
777	0.03903290617
778	0.03899229627
779	0.03895145325
780	0.03886803501
781	0.03880284109
782	0.0387507401
783	0.03870166229
784	0.03866403547
785	0.0385957181
786	0.0385582818
787	0.03847978939
788	0.03843829961
789	0.03841217392
790	0.03835131673
791	0.03829476119
792	0.03820336887
793	0.03816866997
794	0.03808881638
795	0.03804428588
796	0.03799510028
797	0.03793985328
798	0.03776930927
799	0.03764838454
800	0.03760277111
801	0.03756494374
802	0.03751997205
803	0.03742888305
804	0.03734829247
805	0.03728463521
806	0.03723839758
807	0.03700899931
808	0.03696943725
809	0.03690804863
810	0.03687268794
811	0.03680394943
812	0.0367377177
813	0.03667845483
814	0.0366307357
815	0.03657051775
816	0.03644640188
817	0.03635356064
818	0.03624662376
819	0.03620625201
820	0.03613287345
821	0.03607600706
822	0.03601891507
823	0.03596033404
824	0.03592695872
825	0.03585286823
826	0.03579049695
827	0.03573601953
828	0.0357187879
829	0.03562612214
830	0.03556284841
831	0.03549621059
832	0.0354012436
833	0.03536259401
834	0.03530624151
835	0.03521908817
836	0.03511279052
837	0.03498884511
838	0.03493999041
839	0.03486201941
840	0.03481448578
841	0.03478779857
842	0.0347201104
843	0.0346660491
844	0.03461759799
845	0.03458922371
846	0.03451977327
847	0.03450388026
848	0.03443967151
849	0.0343837953
850	0.03428404788
851	0.03420776896
852	0.03415593118
853	0.03407357833
854	0.03404686354
855	0.0339990692
856	0.03394209502
857	0.03391619243
858	0.03384887276
859	0.03379814298
860	0.0337822249
861	0.03365667516
862	0.03358601645
863	0.03357067243
864	0.03353656513
865	0.03349049797
866	0.0334554782
867	0.03339809291
868	0.03337943743
869	0.03331268178
870	0.03324939051
871	0.03321946453
872	0.03313484053
873	0.03310362606
874	0.03307064682
875	0.03302135844
876	0.03299261064
877	0.03287547115
878	0.03284558528
879	0.03272792438
880	0.0326656634
881	0.03249374066
882	0.03241314506
883	0.03239155915
884	0.0323175238
885	0.03228287504
886	0.03224517302
887	0.03210290553
888	0.03202869722
889	0.0319972446
890	0.03196288412
891	0.03190392207
892	0.03189010718
893	0.03186970698
894	0.03180728556
895	0.03177631174
896	0.03173418775
897	0.03164517187
898	0.03162620554
899	0.03156044258
900	0.0314758261
901	0.0314464466
902	0.03142724213
903	0.0313676258
904	0.03129392888
905	0.03121831175
906	0.03116144035
907	0.03114321102
908	0.03112130173
909	0.03110215241
910	0.03103011999
911	0.03098142321
912	0.03095018618
913	0.03092012734
914	0.03088066806
915	0.0308150906
916	0.03078731293
917	0.03076044272
918	0.03067818763
919	0.03063082446
920	0.03059911866
921	0.03050122375
922	0.0304690567
923	0.03044649565
924	0.03039018327
925	0.03036875277
926	0.03032710257
927	0.03029587306
928	0.03014316231
929	0.03010368297
930	0.03004605703
931	0.03001926954
932	0.02998882717
933	0.0299486334
934	0.02991216471
935	0.02987159493
936	0.02973913147
937	0.0296884042
938	0.02966256427
939	0.02961225814
940	0.02956055072
941	0.02950313284
942	0.02948021582
943	0.02943755037
944	0.02936155221
945	0.02934058798
946	0.02920565283
947	0.0291233075
948	0.02905044784
949	0.02901777442
950	0.02895153266
951	0.02893510571
952	0.02888311001
953	0.02885460286
954	0.02882597289
955	0.02879950877
956	0.02875954062
957	0.02872463366
958	0.02868030119
959	0.02865570964
960	0.02864452437
961	0.02859062853
962	0.02853391756
963	0.02848068852
964	0.02844350039
965	0.02840220113
966	0.02836666998
967	0.02827157514
968	0.0282519721
969	0.02820032734
970	0.02814918896
971	0.02812461997
972	0.02807752754
973	0.02806089503
974	0.02800890434
975	0.02798812811
976	0.02786329781
977	0.02783679108
978	0.02778850542
979	0.02777746053
980	0.02770515236
981	0.02766027843
982	0.02759763892
983	0.02754321414
984	0.02750046847
985	0.02747397678
986	0.02746353352
987	0.02742606212
988	0.02736675162
989	0.02732815718
990	0.02729314744
991	0.02726190038
992	0.02722152863
993	0.02717091417
994	0.0271182667
995	0.02706170614
996	0.02703541249
997	0.02702236969
998	0.02696704749
999	0.02694769261

999	0.02559659644
